,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
3545,527005,SHREEPAC,SHREE PACETRONIX LTD.,Active,XT,10.0,INE847D01010,Healthcare Supplies,Equity
3547,530001,GUJALKALI,GUJARAT ALKALIES &amp; CHEMICALS LTD.,Active,B ,10.0,INE186A01019,Commodity Chemicals,Equity
3548,530005,INDIACEM,INDIA CEMENTS LTD.,Active,A ,10.0,INE383A01012,Cement &amp; Cement Products,Equity
3549,530007,JKTYRE,JK TYRE &amp; INDUSTRIES LTD.,Active,A ,2.0,INE573A01042,Auto Tyres &amp; Rubber Products,Equity
3550,530011,MANGCHEFER,MANGALORE CHEMICALS &amp; FERTILIZERS LTD.,Active,B ,10.0,INE558B01017,Fertilizers,Equity
3551,530017,SIL,STANDARD INDUSTRIES LTD.,Active,T ,5.0,INE173A01025,Commodity Chemicals,Equity
3552,530019,JUBILANT,JUBILANT LIFE SCIENCES LIMITED,Active,A ,1.0,INE700A01033,Pharmaceuticals,Equity
3554,530023,FORTUNEF,FORTUNE FINANCIAL SERVICES (INDIA) LTD.,Active,B ,10.0,INE924D01017,Finance (including NBFCs),Equity
3555,530025,SAMYAKINT,SAMYAK INTERNATIONAL LTD.,Active,XT,10.0,INE607G01011,Misc.Commercial Services,Equity
3560,530035,SANTOSHF,SANTOSH FINE-FAB LTD.,Active,XT,10.0,INE612D01018,Textiles,Equity
3561,530037,SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,Active,XT,10.0,INE618F01010,Textiles,Equity
3563,530045,TITANSEC,TITAN SECURITIES LTD.,Active,XT,10.0,INE090D01017,Finance (including NBFCs),Equity
3564,530047,RAIREKMOH,RAI SAHEB REKHCHAND MOHOTA SPG.&amp; WVG.MILLS LTD.,Active,B ,10.0,INE313D01013,Textiles,Equity
3566,530055,HRMNYCP,HARMONY CAPITAL SERVICES LTD.,Active,XT,10.0,INE264N01017,Misc.Commercial Services,Equity
3570,530065,LORDSHOTL,Lords Ishwar Hotels Limited,Active,XT,10.0,INE689J01013,Hotels,Equity
3571,530067,CSLFINANCE,CSL Finance Ltd,Active,XT,10.0,INE718F01018,Finance (including NBFCs),Equity
3573,530073,SANGHVIMOV,SANGHVI MOVERS LTD.,Active,B ,2.0,INE989A01024,Transport Related Services,Equity
3574,530075,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,Active,T ,10.0,INE818A01017,Exploration &amp; Production,Equity
3580,530093,ACEEDU,ACE Edutrend Ltd,Active,XT,10.0,INE715F01014,Education,Equity
3587,530117,FAIRCHEM,Fairchem Speciality Ltd,Active,B ,10.0,INE959A01019,Specialty Chemicals,Equity
3588,530119,NATRAJPR,NATRAJ PROTEINS LTD.,Active,XT,10.0,INE444D01016,Edible Oils,Equity
3590,530135,OPTIEMUS,Optiemus Infracom Ltd,Active,T ,10.0,INE350C01017,Distributors,Equity
3596,530161,GARODCH,GARODIA CHEMICALS LTD.,Active,P ,10.0,INE236P01010,Comm.Trading  &amp; Distribution,Equity
3597,530163,KERALAYUR,KERALA AYURVEDA LTD.,Active,XT,10.0,INE817B01025,Pharmaceuticals,Equity
3599,530167,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Active,XT,10.0,INE153K01018,Finance (including NBFCs),Equity
3600,530169,MOHITPPR,MOHIT PAPER MILLS LTD.,Active,XT,10.0,INE388C01017,Paper &amp; Paper Products,Equity
3601,530173,OSCARGLO,OSCAR GLOBAL LTD.,Active,XT,10.0,INE473F01010,Other Apparels &amp; Accessories,Equity
3602,530179,RSCINT,RSC INTERNATIONAL LTD.,Active,XT,10.0,INE015F01019,Textiles,Equity
3606,530191,CHROMATIC,CHROMATIC INDIA LTD.,Active,B ,10.0,INE662C01015,Specialty Chemicals,Equity
3610,530199,THEMISMED,THEMIS MEDICARE LTD.,Active,B ,10.0,INE083B01016,Pharmaceuticals,Equity
3613,530207,BRAWN,BRAWN BIOTECH LTD.,Active,XT,10.0,INE899B01015,Pharmaceuticals,Equity
3615,530213,FORINTL,FORTUNE INTERNATIONAL LTD.,Active,XT,10.0,INE501D01013,Comm.Trading  &amp; Distribution,Equity
3616,530219,NUTRICIRCLE,Nutricircle Ltd,Active,XT,10.0,INE536C01029,Other Apparels &amp; Accessories,Equity
3621,530231,SUBSM,SUBHASH SILK MILLS LTD.,Active,XT,10.0,INE690D01014,Textiles,Equity
3623,530239,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,B ,1.0,INE495B01038,Pharmaceuticals,Equity
3625,530243,MANGASOF,MANGALYA SOFT-TECH LTD.,Active,XT,10.0,INE820B01011,IT Software Products,Equity
3626,530251,RISAINTL,RISA INTERNATIONAL LTD.,Active,XT,2.0,INE001O01029,Comm.Trading  &amp; Distribution,Equity
3627,530253,RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,Active,XT,10.0,INE497E01012,Iron &amp; Steel Products,Equity
3629,530261,ARCUTTIP,ARCUTTIPORE TEA CO.LTD.,Active,XT,10.0,INE674C01010,Tea &amp; Coffee,Equity
3630,530263,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,Active,XT,10.0,INE062C01034,Finance (including NBFCs),Equity
3631,530265,SAINIK,SAINIK FINANCE &amp; INDUSTRIES LTD.,Active,XT,10.0,INE584B01013,Cement &amp; Cement Products,Equity
3632,530267,SABOOBR,SABOO BROTHERS LTD.,Active,XT,10.0,INE021N01011,Industrial Machinery,Equity
3637,530281,QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.,Active,XT,10.0,INE373C01019,Containers &amp; Packaging,Equity
3641,530291,RAJAGRO,RAJ AGRO MILLS LTD.,Active,XT,10.0,INE791C01012,Edible Oils,Equity
3645,530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,B ,10.0,INE823A01017,Comm.Trading  &amp; Distribution,Equity
3647,530305,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,Active,XT,10.0,INE546C01010,Sugar,Equity
3656,530333,EMGEECA,EMGEE CABLES &amp; COMMUNICATIONS LTD.,Active,P ,10.0,INE128F01010,Other Elect.Equip./ Prod.,Equity
3659,530343,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Active,B ,1.0,INE955D01029,Other Elect.Equip./ Prod.,Equity
3660,530347,MAGNUML,MAGNUM LTD.,Active,XT,10.0,INE591B01018,IT Software Products,Equity
3663,530361,SEAGOLD,SEA GOLD AQUA FARMS LTD.,Active,P ,10.0,INE428P01013,Packaged Foods,Equity
3664,530363,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Active,B ,1.0,INE071E01023,Sugar,Equity
3665,530365,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10.0,INE607D01018,Furniture-Furnishing-Paints,Equity
3666,530367,NRBBEARING,NRB BEARINGS LTD.,Active,B ,2.0,INE349A01021,Industrial Machinery,Equity
3670,530377,NILA,NILA INFRASTRUCTURES LTD.,Active,B ,1.0,INE937C01029,Realty,Equity
3672,530381,PETRONENGG,PETRON ENGINEERING CONSTRUCTION LTD.,Active,B ,10.0,INE742A01019,Construction &amp; Engineering,Equity
3679,530401,VINYOFL,VINYOFLEX LTD.,Active,XT,10.0,INE526H01011,Commodity Chemicals,Equity
3680,530403,VALLABH,VALLABH POLY-PLAST INTERNATIONAL LTD.,Active,XT,10.0,INE862K01014,Containers &amp; Packaging,Equity
3681,530405,JINDCAP,JINDAL CAPITAL LTD.,Active,XT,10.0,INE356F01017,Other Financial Services,Equity
3682,530407,EPIC,EPIC ENERGY LTD.-$,Active,XT,10.0,INE932F01015,Finance (including NBFCs),Equity
3690,530429,ASHISHPO,ASHISH POLYPLAST LTD.,Active,XT,10.0,INE831C01016,Plastic Products,Equity
3693,530439,SIDDHA,SIDDHA VENTURES LTD.,Active,XT,10.0,INE140C01012,Finance (including NBFCs),Equity
3694,530441,MAHAN,MAHANIVESH (INDIA) LTD.,Active,XT,10.0,INE641D01017,Misc.Commercial Services,Equity
3695,530443,KIRANSY-B,KIRAN SYNTEX LTD.,Active,XT,10.0,INE293D01017,Textiles,Equity
3696,530445,SUMERUIND,SUMERU INDUSTRIES LTD.,Active,XT,1.0,INE764B01029,Comm.Trading  &amp; Distribution,Equity
3698,530449,RUNGTAIR,RUNGTA IRRIGATION LTD.,Active,XT,10.0,INE347C01013,Plastic Products,Equity
3702,530461,SABOOSOD,SABOO SODIUM CHLORO LTD.,Active,XT,10.0,INE440C01016,Other Food Products,Equity
3723,530517,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,B ,1.0,INE131B01039,Footwear,Equity
3726,530525,SHEETAL,SHEETAL DIAMONDS LTD.,Active,XT,10.0,INE786J01017,Other Apparels &amp; Accessories,Equity
3730,530533,TERAI,TERAI TEA CO.LTD.,Active,XT,10.0,INE390D01011,Tea &amp; Coffee,Equity
3734,530549,SHILPAMED,SHILPA MEDICARE LTD.,Active,B ,1.0,INE790G01031,Pharmaceuticals,Equity
3737,530555,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Active,B ,2.0,INE074B01023,Other Elect.Equip./ Prod.,Equity
3740,530565,SSLFINANCE,ARCHANA SOFTWARE LTD.,Active,XT,10.0,INE149B01015,IT Software Products,Equity
3745,530581,EKAMLEA,EKAM LEASING &amp; FINANCE CO.LTD.,Active,XT,10.0,INE906L01017,Misc.Commercial Services,Equity
3749,530595,TELECANOR,TELECANOR GLOBAL LTD.,Active,XT,10.0,INE381G01013,IT Software Products,Equity
3752,530601,JAGSONFI,JAGSONPAL FINANCE &amp; LEASING LTD.,Active,XT,10.0,INE582C01015,Finance (including NBFCs),Equity
3756,530611,STURDY,STURDY INDUSTRIES LTD.,Active,XT,2.0,INE134F01026,Plastic Products,Equity
3757,530615,GARGFUR,GARG FURNACE LTD.,Active,XT,10.0,INE194E01015,Iron &amp; Steel/Interm.Products,Equity
3770,530655,GOODLUCK,Goodluck India Ltd,Active,B ,2.0,INE127I01024,Iron &amp; Steel Products,Equity
3776,530669,PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.,Active,P ,10.0,NA          ,Other Financial Services,Equity
3778,530675,YORKEXP,YORK EXPORTS LTD.,Active,XT,10.0,INE057Q01018,Other Apparels &amp; Accessories,Equity
3779,530677,SUPREME,SUPREME HOLDINGS &amp; HOSPITALITY (INDIA) LTD.,Active,XT,10.0,INE822E01011,Finance (including NBFCs),Equity
3782,530683,PITHP,PITHAMPUR POLY PRODUCTS LTD.,Active,P ,10.0,INE747D01012,Containers &amp; Packaging,Equity
3784,530689,LYKISLTD,Lykis Limited,Active,XT,10.0,INE624M01014,Tea &amp; Coffee,Equity
3787,530699,RAJRAYON,Raj Rayon Industries Limited-$,Active,T ,1.0,INE533D01024,Textiles,Equity
3788,530705,FLORATX,FLORA TEXTILES LTD.,Active,P ,10.0,INE161F01011,Textiles,Equity
3790,530709,GOWRALE,GOWRA LEASING &amp; FINANCE LTD.,Active,XT,10.0,INE225G01012,Finance (including NBFCs),Equity
3791,530711,JAGANLAM,JAGAN LAMPS LTD.,Active,XT,10.0,INE144C01014,Auto Parts &amp; Equipment,Equity
3792,530713,AJEL,AJEL LTD.,Active,Z ,10.0,INE229B01015,IT Consulting &amp; Software,Equity
3793,530715,ALPSINDUS,ALPS INDUSTRIES LTD.,Active,T ,10.0,INE093B01015,Textiles,Equity
3796,530721,ANGIND,ANG Industries Limited,Active,B ,10.0,INE017D01010,Auto Parts &amp; Equipment,Equity
3797,530723,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Active,XT,10.0,INE041B01014,Other Financial Services,Equity
3801,530733,NOVAPUB,Nova Publications India Ltd,Active,XT,10.0,INE900O01014,Publishing,Equity
3803,530741,OVOBELE,OVOBEL FOODS LTD.,Active,P ,10.0,INE812S01012,Other Food Products,Equity
3806,530747,INDOASIAF,INDO ASIAN FINANCE LTD.,Active,XT,10.0,INE807A01010,Finance (including NBFCs),Equity
3811,530759,STERTOOLS,STERLING TOOLS LTD.-$,Active,B ,2.0,INE334A01023,Auto Parts &amp; Equipment,Equity
3814,530765,DEVKI,DEVKI LEASING &amp; FINANCE LTD.,Active,XT,10.0,INE510B01018,Finance (including NBFCs),Equity
3817,530773,IVRCLINFRA,IVRCL LTD,Active,B ,2.0,INE875A01025,Construction &amp; Engineering,Equity
3819,530777,INFRAIND,INFRA INDUSTRIES LTD.,Active,XT,10.0,INE287D01019,Plastic Products,Equity
3820,530781,INTERHG,INTERNATIONAL HOUSING FINANCE CORPORATION LTD.,Active,P ,10.0,INE903G01014,Housing Finance ,Equity
3821,530783,TRANSASIA,TRANS ASIA CORPORATION LTD.,Active,XT,10.0,INE321C01018,Pharmaceuticals,Equity
3825,530795,SUNCITYSY,SUNCITY SYNTHETICS LTD.,Active,XT,10.0,INE584D01019,Textiles,Equity
3826,530797,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Active,XT,10.0,INE400N01017,Comm.Trading  &amp; Distribution,Equity
3827,530799,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,Active,XT,10.0,INE336D01014,Finance (including NBFCs),Equity
3828,530801,DIAMOND,DIAMOND INFOSYSTEMS LTD.,Active,XT,1.0,INE280D01022,IT Consulting &amp; Software,Equity
3829,530803,BHAGIL,Bhageria Industries Ltd,Active,B ,5.0,INE354C01027,Commodity Chemicals,Equity
3830,530811,NETVISTAIT,NETVISTA INFORMATION TECHNOLOGY LTD.,Active,T ,10.0,INE738A01017,IT Software Products,Equity
3831,530813,KRBL,KRBL LTD.,Active,B ,1.0,INE001B01026,Packaged Foods,Equity
3837,530841,SHRIBCL,Shri Bholanath Carpets Ltd,Active,P ,10.0,INE151F01012,Furniture-Furnishing-Paints,Equity
3838,530843,CUPID,CUPID LTD.-$,Active,B ,10.0,INE509F01011,Personal Products,Equity
3841,530853,HIPOLIN,HIPOLIN LTD.,Active,XT,10.0,INE963A01011,Household Products,Equity
3842,530855,GDLLEAS,GDL LEASING &amp; FINANCE LTD.,Active,XT,10.0,INE545E01018,Finance (including NBFCs),Equity
3850,530879,CIFL,Capital India Finance Ltd,Active,XT,10.0,INE345H01016,Other Financial Services,Equity
3851,530881,CENPORT,CENTURY TWENTYFIRST PORTFOLIO LTD.,Active,XT,10.0,INE485K01014,Other Financial Services,Equity
3852,530885,AURUMSOFT,Aurum Soft Systems Limited,Active,XT,2.0,INE600D01021,IT Consulting &amp; Software,Equity
3856,530899,ASIAPAK,ASIA PACK LTD.,Active,XT,10.0,INE784M01016,Textiles,Equity
3858,530905,SAINDUS,SAI INDUSTRIES LTD.,Active,P ,10.0,NA          ,Finance (including NBFCs),Equity
3860,530909,ERPSOFT,ERP SOFT SYSTEMS LTD.,Active,XT,10.0,INE308B01017,Misc.Commercial Services,Equity
3863,530915,JRFOODS,J.R.FOODS LTD.,Active,P ,10.0,NA          ,Edible Oils,Equity
3864,530917,RRSECUR,R.R.SECURITIES LTD.,Active,P ,10.0,INE474H01014,Misc.Commercial Services,Equity
3865,530919,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,B ,10.0,INE474C01015,Auto Parts &amp; Equipment,Equity
3866,530921,INTETHR,INTEGRATED THERMOPLASTICS LTD.,Active,P ,10.0,INE038N01015,Plastic Products,Equity
3868,530925,RAMSONS,RAMSONS PROJECTS LTD.,Active,XT,10.0,INE609D01014,Finance (including NBFCs),Equity
3869,530927,HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,Active,P ,10.0,NA          ,Financial Institutions,Equity
3870,530929,EUROASIA,EURO ASIA EXPORTS LTD.,Active,P ,10.0,INE535P01015,Comm.Trading  &amp; Distribution,Equity
3874,530943,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,Active,B ,10.0,INE416A01036,Movies &amp; Entertainment,Equity
3876,530955,MINDVISCAP,Mindvision Capital Ltd,Active,XT,10.0,INE259E01032,Finance (including NBFCs),Equity
3878,530961,VIKASECO,Vikas EcoTech Ltd,Active,B ,1.0,INE806A01020,Specialty Chemicals,Equity
3880,530965,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10.0,INE242A01010,Oil Marketing &amp; Distribution,Equity
3882,530971,NIMBUSI,NIMBUS INDUSTRIES LTD.,Active,XT,5.0,INE470M01020,Comm.Trading  &amp; Distribution,Equity
3883,530973,ALFAICA,ALFA ICA (INDIA) LTD.,Active,XT,10.0,INE042C01010,Plastic Products,Equity
3884,530977,SKCIL,Shri Keshav Cements And Infra Ltd,Active,XT,10.0,INE260E01014,Cement &amp; Cement Products,Equity
3889,530993,SARTHAKGL,SARTHAK GLOBAL LTD.,Active,XT,10.0,INE075H01019,Comm.Trading  &amp; Distribution,Equity
3891,530999,BALAMINES,BALAJI AMINES LTD.-$,Active,B ,2.0,INE050E01027,Commodity Chemicals,Equity
3893,531003,SWRNASE,SWARNA SECURITIES LTD.,Active,XT,10.0,INE595G01018,Finance (including NBFCs),Equity
3900,531017,ARISE,ARIHANT'S SECURITIES LTD.,Active,XT,10.0,INE190D01015,Misc.Commercial Services,Equity
3904,531029,BHATEXT,BHARAT TEXTILES &amp; PROOFING INDUSTRIES LTD.,Active,P ,10.0,INE201N01019,Comm.Trading  &amp; Distribution,Equity
3907,531035,JRELTD,Justride Enterprises Ltd,Active,P ,10.0,INE432F01024,2/3 Wheelers,Equity
3910,531043,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,Active,XT,10.0,INE239F01015,Healthcare Services,Equity
3912,531049,NEELKAN,NEELKANTH ROCKMINERALS LTD.,Active,XT,10.0,INE741D01015,Construction Materials,Equity
3914,531055,GFLFIN,GFL Financials India Limited,Active,XT,2.0,INE764K01038,Misc.Commercial Services,Equity
3918,531065,OSWALOR,OSWAL OVERSEAS LTD.,Active,XT,10.0,INE906K01019,Sugar,Equity
3919,531067,CONTILI,CONTIL INDIA LTD.,Active,XT,10.0,INE080G01011,Finance (including NBFCs),Equity
3920,531069,VIJSOLX,VIJAY SOLVEX LTD.,Active,XT,10.0,INE362D01010,Edible Oils,Equity
3925,531082,ALANKIT,Alankit Ltd,Active,B ,1.0,INE914E01040,Other Financial Services,Equity
3931,531092,OMMETALS,OM METALS INFRAPROJECTS LTD.,Active,B ,1.0,INE239D01028,Construction &amp; Engineering,Equity
3936,531099,RUBRAME,RUBRA MEDICAMENTS LTD.,Active,XT,10.0,INE396H01019,Pharmaceuticals,Equity
3937,531102,SURANACORP,SURANA CORPORATION LTD.,Active,T ,10.0,INE357D01010,Comm.Trading  &amp; Distribution,Equity
3943,531111,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,Active,P ,10.0,INE538G01018,Houseware,Equity
3944,531112,AMAZEENT,Amaze Entertech Ltd,Active,XT,10.0,INE011E01029,Industrial Machinery,Equity
3949,531119,CEENIK,CEENIK EXPORTS (INDIA) LTD.,Active,XT,10.0,INE418D01010,Other Apparels &amp; Accessories,Equity
3950,531120,PATELENG,PATEL ENGINEERING LTD.-$,Active,B ,1.0,INE244B01030,Construction &amp; Engineering,Equity
3969,531147,ALICON,Alicon Castalloy Limited,Active,B ,5.0,INE062D01024,Aluminium,Equity
3975,531157,ORGCOAT,ORGANIC COATINGS LTD.,Active,XT,10.0,INE412E01011,Specialty Chemicals,Equity
3976,531158,CATVISION,Catvision Limited,Active,XT,10.0,INE660B01011,Comm.Trading  &amp; Distribution,Equity
3978,531160,SAUMYACAP,Saumya Capital Limited,Active,XT,10.0,INE365L01016,Misc.Commercial Services,Equity
3979,531162,EMAMILTD,EMAMI LTD.-$,Active,A ,1.0,INE548C01032,Personal Products,Equity
3980,531163,KEMISTAR,Kemistar Corporation Limited,Active,P ,10.0,INE971L01029,Specialty Chemicals,Equity
3981,531164,LADIAMO,LASER DIAMONDS LTD.,Active,P ,10.0,INE995E01015,Other Apparels &amp; Accessories,Equity
3988,531176,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,Active,XT,10.0,INE186C01015,Finance (including NBFCs),Equity
3989,531179,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,T ,10.0,INE109C01017,Finance (including NBFCs),Equity
3999,531192,MIDINFRA,Midas Infra Trade Limited,Active,XT,1.0,INE290M01022,Finance (including NBFCs),Equity
4004,531198,DHANADACO,DHANADA CORPORATION LTD.,Active,XT,1.0,INE041F01015,Hotels,Equity
4007,531203,BRANDREAL,BRAND REALTY SERVICES LTD.,Active,XT,10.0,INE819G01012,Consulting Services,Equity
4011,531207,RAYLA,RAYMED LABS LTD.,Active,XT,10.0,INE741C01017,Pharmaceuticals,Equity
4013,531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,B ,10.0,INE096B01018,IT Software Products,Equity
4014,531210,COLINZ,COLINZ LABORATORIES LTD.,Active,XT,10.0,INE923C01011,Pharmaceuticals,Equity
4015,531211,WELLNESS,WELLNESS NONI LTD.,Active,P ,10.0,INE571H01017,Other Financial Services,Equity
4016,531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2.0,INE522D01027,Finance (including NBFCs),Equity
4022,531221,MAYURFL,MAYUR FLOORINGS LTD.,Active,P ,10.0,NA          ,Construction Materials,Equity
4025,531225,FRONTIER,Frontier Informatics Limited,Active,XT,1.0,INE547B01028,IT Software Products,Equity
4027,531227,DECOMIC,DECO-MICA LTD.,Active,P ,10.0,INE907E01010,Commodity Chemicals,Equity
4031,531234,VICTORYPP,VICTORY PAPER &amp; BOARDS (INDIA) LTD.,Active,XT,10.0,INE962E01015,Paper &amp; Paper Products,Equity
4032,531235,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,Active,XT,10.0,INE494D01011,Finance (including NBFCs),Equity
4035,531241,LINCPENQ,LINC PEN &amp; PLASTICS LTD.-$,Active,B ,10.0,INE802B01019,Non-Durable Household Prod.,Equity
4039,531246,PRIMAIN,PRIMA INDUSTRIES LTD.,Active,XT,10.0,INE723N01012,Edible Oils,Equity
4046,531257,PRATIKSH,PRATIKSHA CHEMICALS LTD.,Active,XT,10.0,INE530D01012,Specialty Chemicals,Equity
4048,531259,ESHAMEDIA,Esha Media Research Limited,Active,XT,10.0,INE328F01016,Advertising &amp; Media,Equity
4049,531260,YKMIND,YKM INDUSTRIES LTD.,Active,P ,10.0,INE332F01018,Packaged Foods,Equity
4053,531265,PROGRESV,PROGRESSIVE EXTRACTIONS &amp; EXPORTS LTD.,Active,XT,10.0,INE421E01012,Other Food Products,Equity
4054,531266,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,Active,B ,10.0,INE764D01017,Commercial Vehicles,Equity
4056,531268,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,Active,XT,10.0,INE151B01011,IT Software Products,Equity
4059,531274,KINETRU,KINETIC TRUST LTD.,Active,XT,10.0,INE674M01019,Finance (including NBFCs),Equity
4062,531279,TRISHAKT,TRISHAKTI ELECTRONICS &amp; INDUSTRIES LTD.,Active,XT,10.0,INE238C01014,Finance (including NBFCs),Equity
4064,531283,CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,Active,XT,10.0,INE897D01015,Finance (including NBFCs),Equity
4067,531288,LEADFIN,LEAD FINANCIAL SERVICES LTD.,Active,XT,10.0,INE531D01010,Finance (including NBFCs),Equity
4075,531297,ARTEFACT,ARTEFACT PROJECTS LTD.,Active,XT,10.0,INE885B01014,Consulting Services,Equity
4078,531300,AMITINT,AMIT INTERNATIONAL LTD.,Active,XT,10.0,INE053D01015,Textiles,Equity
4084,531314,INTCAPM,INTEGRA CAPITAL MANAGEMENT LTD.,Active,XT,10.0,INE366H01012,Finance (including NBFCs),Equity
4092,531324,ROSELABS,ROSELABS FINANCE LTD.,Active,XT,10.0,INE475C01012,Other Financial Services,Equity
4102,531335,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,Active,B ,10.0,INE768C01010,Packaged Foods,Equity
4103,531336,AUROCOK,AUROMA COKE LTD.,Active,XT,10.0,INE662I01012,Coal,Equity
4104,531337,IRISMEDIA,IRIS MEDIAWORKS LTD.,Active,XT,5.0,INE974C01022,Other Financial Services,Equity
4105,531338,MILESTONE,MILESTONE GLOBAL LTD.,Active,XT,10.0,INE151H01018,Construction Materials,Equity
4106,531339,JAIHINDPRO,JAIHIND PROJECTS LTD.,Active,B ,10.0,INE343D01010,Construction &amp; Engineering,Equity
4107,531340,BERVINL,BERVIN INVESTMENT &amp; LEASING LTD.,Active,XT,10.0,INE348I01018,Other Financial Services,Equity
4109,531344,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A ,10.0,INE111A01017,Transport Related Services,Equity
4113,531349,PANACEABIO,PANACEA BIOTEC LTD.,Active,B ,1.0,INE922B01023,Biotechnology,Equity
4115,531352,PEETISEC,PEETI SECURITIES LTD.,Active,XT,10.0,INE328D01011,Textiles,Equity
4119,531357,MERMETL,MERCURY METALS LTD.,Active,XT,1.0,INE763M01028,Comm.Trading  &amp; Distribution,Equity
4120,531360,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,Active,XT,10.0,INE427D01011,Misc.Commercial Services,Equity
4128,531370,SPARCSYS,SPARC SYSTEMS LTD.,Active,XT,10.0,INE960B01015,IT Consulting &amp; Software,Equity
4131,531373,THEBYKE,THE BYKE HOSPITALITY LTD.,Active,B ,10.0,INE319B01014,Hotels,Equity
4137,531380,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,Active,XT,10.0,INE405H01018,Medical Equipment,Equity
4138,531381,ARIHANT,ARIHANT FOUNDATIONS &amp; HOUSING LTD.-$,Active,T ,10.0,INE413D01011,Realty,Equity
4144,531390,UPSURGE,UPSURGE INVESTMENT &amp; FINANCE LTD.,Active,XT,10.0,INE890B01014,Finance (including NBFCs),Equity
4146,531392,ASFLORA,ASIAN FLORA LTD.,Active,P ,10.0,NA          ,Other Agricultural Products,Equity
4149,531395,PADAMCO,PADAM COTTON YARNS LTD.,Active,XT,10.0,INE448D01017,Textiles,Equity
4150,531398,SOURCENTRL,SOURCE NATURAL FOODS &amp; HERBAL SUPPL LTD.,Active,XT,10.0,INE679C01027,Pharmaceuticals,Equity
4152,531400,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,Active,T ,6.0,INE326B01027,Other Financial Services,Equity
4154,531402,LWSKNIT,LWS KNITWEAR LTD.,Active,XT,10.0,INE281M01013,Comm.Trading  &amp; Distribution,Equity
4156,531404,ZICOM,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.-$,Active,B ,10.0,INE871B01014,Electronic Components,Equity
4158,531406,ANSINDUS,ANS Industries Ltd,Active,XT,10.0,INE234J01018,Non-alcoholic Beverages,Equity
4161,531409,ALCHCORP,ALCHEMIST CORPORATION LTD.,Active,XT,10.0,INE057D01016,Commodity Chemicals,Equity
4167,531420,BMBMUMG,BMB MUSIC &amp; MAGNETICS LTD.,Active,Z ,10.0,INE644K01016,Movies &amp; Entertainment,Equity
4173,531426,TNPL,TAMIL NADU NEWSPRINT &amp; PAPERS LTD.,Active,B ,10.0,INE107A01015,Paper &amp; Paper Products,Equity
4176,531431,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,Active,B ,10.0,INE908D01010,Industrial Machinery,Equity
4177,531432,SYTIXSE,SYSTEMATIX SECURITIES LTD.,Active,P ,10.0,NA          ,Finance (including NBFCs),Equity
4178,531433,SUNGOLD,SUNGOLD CAPITAL LTD.,Active,XT,10.0,INE271D01013,Finance (including NBFCs),Equity
4181,531436,SAFFRON,Saffron Industries Limited,Active,XT,10.0,INE474D01013,Paper &amp; Paper Products,Equity
4182,531437,PWASML,Prakash Woollen &amp; Synthetic Mills Ltd,Active,XT,10.0,INE523I01016,Textiles,Equity
