,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
5593,533285,RDBRIL,RDB REALTY &amp; INFRASTRUCTURE LTD.,Active,XT,10.0,INE245L01010,Realty,Equity
5594,533286,MOIL,MOIL LTD.,Active,B ,10.0,INE490G01020,Mining,Equity
5595,533287,ZEELEARN,ZEE LEARN LTD.,Active,B ,1.0,INE565L01011,Education,Equity
5596,533288,CLARIS,CLARIS LIFESCIENCES LTD.,Active,B ,10.0,INE562G01018,Pharmaceuticals,Equity
5597,533289,KTIL,KESAR TERMINALS &amp; INFRASTRUCTURE LTD.,Active,B ,5.0,INE096L01025,Transportation - Logistics,Equity
5598,533292,A2ZINFRA,A2Z Infra Engineering Limited,Active,B ,10.0,INE619I01012,Utilities:Non-Elec.,Equity
5599,533293,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,B ,2.0,INE146L01010,Auto Parts &amp; Equipment,Equity
5600,533294,RKDL,RAVI KUMAR DISTILLERIES LTD.,Active,T ,10.0,INE722J01012,Breweries &amp; Distilleries,Equity
5601,533295,PSB,PUNJAB &amp; SIND BANK,Active,B ,10.0,INE608A01012,Banks,Equity
5602,533296,FMNL,FUTURE MARKET NETWORKS LTD.,Active,B ,10.0,INE360L01017,Department Stores,Equity
5604,533298,SURANASOL,Surana Solar Limited,Active,T ,5.0,INE272L01022,Electronic Components,Equity
5605,533301,SPYL,SHEKHAWATI POLY-YARN LTD.,Active,T ,1.0,INE268L01020,Textiles,Equity
5606,533302,KICL,KALYANI INVESTMENT COMPANY LTD.,Active,B ,10.0,INE029L01018,Investment Companies,Equity
5607,533303,BFINVEST,BF INVESTMENT LTD.,Active,B ,5.0,INE878K01010,Holding Companies,Equity
5609,533306,SUMMITSEC,SUMMIT SECURITIES LTD.,Active,B ,10.0,INE519C01017,Investment Companies,Equity
5610,533309,DALMIABHA,DALMIA BHARAT LTD.,Active,A ,2.0,INE439L01019,Cement &amp; Cement Products,Equity
5613,533316,STEL,STEL Holdings&#160;Limited,Active,B ,10.0,INE577L01016,Holding Companies,Equity
5614,533317,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,B ,10.0,INE474L01016,Specialty Chemicals,Equity
5615,533320,JUBLINDS,JUBILANT INDUSTRIES LTD.,Active,B ,10.0,INE645L01011,Agrochemicals,Equity
5616,533321,BILENERGY,BIL ENERGY SYSTEMS LTD.,Active,T ,1.0,INE607L01029,Other Elect.Equip./ Prod.,Equity
5617,533326,TEXRAIL,TEXMACO RAIL &amp; ENGINEERING LTD.,Active,B ,1.0,INE621L01012,Construction &amp; Engineering,Equity
5618,533329,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Active,B ,2.0,INE611L01021,Other Apparels &amp; Accessories,Equity
5622,533333,FCL,FINEOTEX CHEMICAL LTD.,Active,B ,2.0,INE045J01026,Specialty Chemicals,Equity
5623,533336,DHUNINV,DHUNSERI INVESTMENTS LTD.,Active,B ,10.0,INE320L01011,Investment Companies,Equity
5624,533339,ZENTEC,ZEN TECHNOLOGIES LTD.,Active,B ,1.0,INE251B01027,IT Software Products,Equity
5625,533343,LOVABLE,LOVABLE LINGERIE LTD.,Active,B ,10.0,INE597L01014,Other Apparels &amp; Accessories,Equity
5626,533344,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,B ,10.0,INE560K01014,Finance (including NBFCs),Equity
5628,533389,SHILPI,SHILPI CABLE TECHNOLOGIES LTD.,Active,Z ,10.0,INE510K01019,Other Elect.Equip./ Prod.,Equity
5630,533393,TCIDEVELOP,TCI DEVELOPERS LTD.,Active,T ,10.0,INE662L01016,Realty,Equity
5633,533398,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10.0,INE414G01012,Finance (including NBFCs),Equity
5635,533400,FCONSUMER,Future Consumer Ltd,Active,A ,6.0,INE220J01025,Packaged Foods,Equity
5636,533401,SERVALL,SERVALAKSHMI PAPER LTD.,Active,Z ,10.0,INE431L01016,Paper &amp; Paper Products,Equity
5638,533407,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,Active,B ,10.0,INE672K01025,Textiles,Equity
5639,533411,SANGHVIFOR,SANGHVI FORGING AND ENGINEERING LTD.,Active,B ,10.0,INE263L01013,Other Industrial Products,Equity
5642,533451,KARMAENG,KARMA ENERGY LTD.,Active,T ,10.0,INE725L01011,Electric Utilities,Equity
5643,533452,WEIZFOREX,WEIZMANN FOREX LTD.,Active,B ,10.0,INE726L01019,Other Financial Services,Equity
5647,533470,RUSHIL,RUSHIL DECOR LTD.,Active,B ,10.0,INE573K01017,Forest Products,Equity
5648,533482,KRIINFRA,Kridhan Infra Limited,Active,B ,2.0,INE524L01026,Construction &amp; Engineering,Equity
5651,533499,BGLOBAL,BHARATIYA GLOBAL INFOMEDIA LTD.,Active,T ,10.0,INE224M01013,IT Consulting &amp; Software,Equity
5652,533506,INVENTURE,INVENTURE GROWTH &amp; SECURITIES LTD.,Active,B ,10.0,INE878H01016,Other Financial Services,Equity
5653,533519,L&amp;TFH,L&amp;T FINANCE HOLDINGS LTD.,Active,A ,10.0,INE498L01015,Holding Companies,Equity
5654,533520,SORILHOLD,SORIL Holdings and Ventures Ltd,Active,T ,2.0,INE126M01010,Comm.Trading  &amp; Distribution,Equity
5656,533540,TREEHOUSE,TREE HOUSE EDUCATION &amp; ACCESSORIES LTD.,Active,T ,10.0,INE040M01013,Education,Equity
5657,533543,BROOKS,BROOKS LABORATORIES LTD.,Active,B ,10.0,INE650L01011,Pharmaceuticals,Equity
5658,533552,RUPA,RUPA &amp; COMPANY LTD.,Active,B ,1.0,INE895B01021,Other Apparels &amp; Accessories,Equity
5659,533553,TDPOWERSYS,T D POWER SYSTEMS LTD.,Active,B ,10.0,INE419M01019,Heavy Electrical Equipment,Equity
5661,533569,SRSLTD,SRS LTD.,Active,B ,10.0,INE219H01039,Other Apparels &amp; Accessories,Equity
5662,533573,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2.0,INE901L01018,Pharmaceuticals,Equity
5663,533576,VASWANI,VASWANI INDUSTRIES LTD.,Active,B ,10.0,INE590L01019,Iron &amp; Steel/Interm.Products,Equity
5664,533581,PGEL,PG ELECTROPLAST LTD.,Active,B ,10.0,INE457L01011,Consumer Electronics,Equity
5666,533605,PRAKASHCON,PRAKASH CONSTROWELL LTD.,Active,B ,1.0,INE023M01027,Construction &amp; Engineering,Equity
5668,533629,TIJARIA,TIJARIA POLYPIPES LTD.,Active,B ,10.0,INE440L01017,Plastic Products,Equity
5669,533632,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,Active,T ,10.0,INE912L01015,Investment Companies,Equity
5670,533638,FLEXITUFF,FLEXITUFF INTERNATIONAL LTD.,Active,B ,10.0,INE060J01017,Plastic Products,Equity
5672,533644,UJAAS,Ujaas Energy Limited,Active,B ,1.0,INE899L01022,Heavy Electrical Equipment,Equity
5673,533655,TRITURBINE,TRIVENI TURBINE LTD.,Active,B ,1.0,INE152M01016,Heavy Electrical Equipment,Equity
5674,533676,INDOTHAI,INDO THAI SECURITIES LTD.,Active,B ,10.0,INE337M01013,Other Financial Services,Equity
5676,533704,ESSARSHPNG,ESSAR SHIPPING LTD.,Active,B ,10.0,INE122M01019,Shipping,Equity
5679,533758,APLAPOLLO,APL APOLLO TUBES LTD.,Active,B ,10.0,INE702C01019,Iron &amp; Steel Products,Equity
5680,533761,GPTINFRA,GPT INFRAPROJECTS LTD.,Active,B ,10.0,INE390G01014,Construction &amp; Engineering,Equity
5687,533941,THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,Active,T ,10.0,INE480M01011,Other Apparels &amp; Accessories,Equity
5689,533982,TERASOFT,TERA SOFTWARE LTD.,Active,B ,10.0,INE482B01010,IT Consulting &amp; Software,Equity
5694,534063,FUTSOL,FUTURISTIC SOLUTIONS LTD.,Active,XT,10.0,INE241F01011,Other Financial Services,Equity
5695,534064,AIML,ALLIANCE INTEGRATED METALIKS LTD.,Active,XT,10.0,INE123D01016,Iron &amp; Steel Products,Equity
5696,534076,ORIENTREF,ORIENT REFRACTORIES LTD.,Active,B ,1.0,INE743M01012,Other Industrial Goods,Equity
5697,534091,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10.0,INE745G01035,Investment Companies,Equity
5698,534109,PYXISFIN,Pyxis Finvest Ltd,Active,M ,10.0,INE883L01018,Finance (including NBFCs),Equity
5700,534139,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,B ,2.0,INE839M01018,Heavy Electrical Equipment,Equity
5701,534184,NAGAROIL,NAGARJUNA OIL REFINERY LTD.,Active,B ,1.0,INE453M01018,Exploration &amp; Production,Equity
5702,534309,NBCC,NBCC (India) Ltd,Active,A ,2.0,INE095N01023,Construction &amp; Engineering,Equity
5703,534312,MTEDUCARE,MT EDUCARE LTD.,Active,T ,10.0,INE472M01018,Education,Equity
5704,534328,HEXATRADEX,HEXA TRADEX LTD.,Active,T ,2.0,INE750M01017,Comm.Trading  &amp; Distribution,Equity
5706,534369,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,Active,B ,10.0,INE760L01018,Other Apparels &amp; Accessories,Equity
5707,534392,VSSL,VARDHMAN SPECIAL STEELS LTD.,Active,B ,10.0,INE050M01012,Iron &amp; Steel Products,Equity
5709,534425,SPECIALITY,SPECIALITY RESTAURANTS LTD.,Active,B ,10.0,INE247M01014,Restaurants,Equity
5712,534532,LYPSAGEMS,Lypsa Gems &amp; Jewellery Ltd,Active,B ,10.0,INE142K01011,Other Apparels &amp; Accessories,Equity
5713,534535,BGPL,Bio Green Papers Ltd,Active,XT,10.0,INE958L01018,Paper &amp; Paper Products,Equity
5717,534597,RTNINFRA,RattanIndia Infrastructure Limited,Active,T ,2.0,INE834M01019,Electric Utilities,Equity
5718,534598,SEPOWER,S.E. POWER LTD.,Active,B ,10.0,INE735M01018,Electric Utilities,Equity
5719,534600,JTLINFRA,JTL INFRA LTD.,Active,XT,10.0,INE391J01016,Construction &amp; Engineering,Equity
5720,534615,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Active,B ,10.0,INE553C01016,Transportation - Logistics,Equity
5721,534618,SAL,SANGAM ADVISORS LTD.,Active,XT,10.0,INE299N01013,Other Financial Services,Equity
5723,534659,JOINTECAED,JOINTECA EDUCATION SOLUTIONS LTD.,Active,MT,10.0,INE131N01018,IT Consulting &amp; Software,Equity
5724,534674,DUCON,Ducon Infratechnologies Ltd,Active,B ,1.0,INE741L01018,Comm.Trading  &amp; Distribution,Equity
5725,534675,PROZONINTU,Prozone Intu Properties Limited,Active,B ,2.0,INE195N01013,Realty,Equity
5726,534690,LAKSHVILAS,LAKSHMI VILAS BANK LTD.,Active,A ,10.0,INE694C01018,Banks,Equity
5727,534691,COMCL,COMFORT COMMOTRADE LTD.,Active,B ,10.0,INE456N01019,Other Financial Services,Equity
5728,534708,RCRL,RCL RETAIL LTD.,Active,M ,10.0,INE892L01019,Department Stores,Equity
5730,534732,INTELLADV,INTELLIVATE CAPITAL ADVISORS LTD.,Active,XT,1.0,INE176N01021,Other Financial Services,Equity
5731,534733,SUPREMEX,Supremex Shine Steels Ltd,Active,XT,1.0,INE175N01023,Iron &amp; Steel/Interm.Products,Equity
5733,534742,ZUARI,ZUARI AGRO CHEMICALS LTD.,Active,B ,10.0,INE840M01016,Fertilizers,Equity
5735,534748,STEELXIND,STEEL EXCHANGE INDIA LTD.,Active,B ,10.0,INE503B01013,Iron &amp; Steel/Interm.Products,Equity
5736,534756,TARAJEWELS,TARA JEWELS LTD.,Active,B ,10.0,INE799L01016,Other Apparels &amp; Accessories,Equity
5738,534758,CIGNITI,CIGNITI TECHNOLOGIES LTD.,Active,B ,10.0,INE675C01017,IT Consulting &amp; Software,Equity
5739,534804,CARERATING,CARE Ratings Ltd,Active,A ,10.0,INE752H01013,Other Financial Services,Equity
5740,534809,PCJEWELLER,PC JEWELLER LTD.,Active,A ,10.0,INE785M01013,Other Apparels &amp; Accessories,Equity
5741,534816,INFRATEL,BHARTI INFRATEL LTD.,Active,A ,10.0,INE121J01017,Other Telecom Services,Equity
5742,534839,EFPL,ECO FRIENDLY FOOD PROCESSING PARK LTD.,Active,M ,1.0,INE178O01025,Other Agricultural Products,Equity
5744,534920,COVIDH,COVIDH TECHNOLOGIES LIMITED,Active,XT,10.0,INE899M01012,IT Consulting &amp; Software,Equity
5745,534927,EBFL,ESTEEM BIO ORGANIC FOOD PROCESSING  LTD.,Active,M ,1.0,INE209O01028,Other Agricultural Products,Equity
5746,534976,VMART,V-MART RETAIL LTD.,Active,B ,10.0,INE665J01013,Department Stores,Equity
5748,535136,KFL,KAVITA FABRICS LTD.,Active,XT,10.0,INE149O01018,Textiles,Equity
5749,535141,SRDL,SUNSTAR REALTY DEVELOPMENT LTD.,Active,B ,1.0,INE338O01025,Realty,Equity
5750,535142,CNEL,CHANNEL NINE ENTERTAINMENT LTD.,Active,M ,1.0,INE437O01025,Movies &amp; Entertainment,Equity
5751,535217,HPCBL,HPC BIOSCIENCES LTD.,Active,M ,1.0,INE507O01025,Other Agricultural Products,Equity
5754,535279,BMAL,BOTHRA METALS &amp; ALLOYS LTD.,Active,M ,10.0,INE583M01012,Aluminium,Equity
5756,535322,REPCOHOME,REPCO HOME FINANCE LTD.,Active,A ,10.0,INE612J01015,Housing Finance ,Equity
5757,535387,LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.,Active,T ,10.0,INE191O01010,Textiles,Equity
5758,535431,GCMSECU,GCM Securities Ltd,Active,M ,1.0,INE168O01026,Other Financial Services,Equity
5759,535458,NIBL,NRB INDUSTRIAL BEARINGS LTD.,Active,B ,2.0,INE047O01014,Other Industrial Goods,Equity
5760,535466,SRL,SAMRUDDHI REALTY LTD.,Active,M ,10.0,INE621O01016,Realty,Equity
5761,535467,AIFL,ASHAPURA INTIMATES FASHION LTD.,Active,B ,10.0,INE428O01016,Other Apparels &amp; Accessories,Equity
5767,535566,KIFS,KIFS FINANCIAL SERVICES LTD.,Active,XT,10.0,INE902D01013,Finance (including NBFCs),Equity
5772,535601,SREEL,SREELEATHERS LTD.,Active,B ,10.0,INE099F01013,Footwear,Equity
5773,535602,SHARDA,Sharda Motor Industries Ltd,Active,B ,10.0,INE597I01010,Auto Parts &amp; Equipment,Equity
5775,535647,OTML,ONESOURCE TECHMEDIA LTD.,Active,M ,10.0,INE807O01011,Movies &amp; Entertainment,Equity
5776,535648,JUSTDIAL,JUST DIAL LTD.,Active,A ,10.0,INE599M01018,Publishing,Equity
5781,535754,ORIENTCEM,Orient Cement Ltd,Active,B ,1.0,INE876N01018,Cement &amp; Cement Products,Equity
5782,535755,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10.0,INE647O01011,Department Stores,Equity
5784,535789,IBULHSGFIN,Indiabulls Housing Finance Ltd,Active,A ,2.0,INE148I01020,Housing Finance ,Equity
5786,535910,MMLF,Money Masters Leasing &amp; Finance Ltd,Active,MT,10.0,INE340O01013,Finance (including NBFCs),Equity
5787,535916,ALSL,Alacrity Securities Ltd,Active,M ,10.0,INE030P01017,Other Financial Services,Equity
5788,535917,GCMCOMM,GCM Commodity &amp; Derivatives Ltd,Active,M ,10.0,INE200P01016,Other Financial Services,Equity
5789,535958,INTEGRA,Integra Garments And Textiles Ltd,Active,T ,3.0,INE418N01027,Other Apparels &amp; Accessories,Equity
5793,536128,VKJINFRA,VKJ Infradevelopers Ltd,Active,B ,1.0,INE211P01021,Construction &amp; Engineering,Equity
5796,536170,KUSHAL,Kushal Ltd,Active,T ,2.0,INE647N01021,Comm.Trading  &amp; Distribution,Equity
5797,536264,TIGERLOGS,Tiger Logistics (India) Ltd,Active,B ,10.0,INE906O01011,Transportation - Logistics,Equity
5799,536456,RJBIOTECH,R J Bio-Tech Ltd,Active,M ,10.0,INE594O01015,Other Agricultural Products,Equity
5801,536507,FLFL,Future Lifestyle Fashions Ltd,Active,B ,2.0,INE452O01016,Department Stores,Equity
5803,536644,NEWEVER,Newever Trade Wings Ltd,Active,MT,10.0,INE596O01010,Comm.Trading  &amp; Distribution,Equity
5806,536672,VCU,VCU Data Management Ltd,Active,T ,10.0,INE962O01014,IT Networking Equipment,Equity
5808,536710,SRGSFL,S R G Securities Finance Ltd,Active,M ,10.0,INE326P01019,Finance (including NBFCs),Equity
5809,536737,ACFSL,Amrapali Capital and Finance Services Ltd,Active,M ,10.0,INE218P01018,Finance (including NBFCs),Equity
5810,536738,STELLAR,Stellar Capital Services Ltd,Active,M ,10.0,INE325P01011,Other Financial Services,Equity
5812,536773,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Active,B ,10.0,INE147P01019,Other Financial Services,Equity
5813,536820,BOSTONTEK,Boston Teknowsys (India) Ltd,Active,XT,10.0,INE777E01017,IT Software Products,Equity
5814,536846,YURANUS,Yuranus Infrastructure Ltd,Active,XT,10.0,INE156M01017,Construction &amp; Engineering,Equity
5816,536965,BPCAP,B. P. Capital Ltd,Active,XT,10.0,INE947C01010,Finance (including NBFCs),Equity
5817,536974,CPL,Captain Polyplast Ltd,Active,B ,10.0,INE536P01013,Plastic Products,Equity
5824,537119,TENTIMETAL,Tentiwala Metal Products Ltd,Active,M ,10.0,INE486P01011,Aluminium,Equity
5829,537254,RCIIND,RCI Industries &amp; Technologies Ltd,Active,B ,10.0,INE140B01014,Comm.Trading  &amp; Distribution,Equity
5830,537259,SUYOG,Suyog Telematics Ltd,Active,T ,10.0,INE442P01014,Other Telecom Services,Equity
5832,537291,NATHBIOGEN,Nath Bio-Genes (India) Ltd,Active,B ,10.0,INE448G01010,Other Agricultural Products,Equity
5833,537292,AGRITECH,Agri- Tech (India) Ltd,Active,B ,10.0,INE449G01018,Other Agricultural Products,Equity
5835,537326,CHEMTECH,Chemtech Industrial Valves Ltd,Active,B ,10.0,INE212P01011,Industrial Machinery,Equity
5841,537492,AGRIMONY,Agrimony Commodities Ltd,Active,M ,10.0,INE567P01018,Comm.Trading  &amp; Distribution,Equity
5842,537573,POLYMAC,Polymac Thermoformers Ltd,Active,M ,10.0,INE826P01018,Plastic Products,Equity
5843,537582,UNISHIRE,Unishire Urban Infra Ltd,Active,M ,10.0,INE210P01015,Realty,Equity
5853,537669,SIVI,Siddhi Vinayak Shipping Corporation Ltd,Active,M ,10.0,INE920P01019,Commercial Vehicles,Equity
5859,537766,BCP,B.C. Power Controls Ltd,Active,B ,10.0,INE905P01010,Other Elect.Equip./ Prod.,Equity
5860,537784,KCSL,Karnimata Cold Storage Ltd,Active,M ,10.0,INE576P01019,Misc.Commercial Services,Equity
5861,537785,ANISHAIMPEX,Anisha Impex Ltd,Active,M ,10.0,INE084Q01012,Distributors,Equity
5862,537800,MANGIND,Mangalam Industrial Finance Ltd,Active,XT,1.0,INE717C01025,Finance (including NBFCs),Equity
5863,537820,VFL,Viji Finance Ltd,Active,T ,1.0,INE159N01027,Finance (including NBFCs),Equity
5864,537838,NEGOTIUM,Negotium International Trade Ltd,Active,XT,1.0,INE339P01046,Comm.Trading  &amp; Distribution,Equity
5865,537839,PHOENIXTN,Phoenix Township Ltd,Active,XT,10.0,INE977M01024,Hotels,Equity
5872,537954,SKP,Shri Krishna Prasadam Ltd,Active,B ,10.0,INE009Q01019,Comm.Trading  &amp; Distribution,Equity
5877,537985,INFRONICS,Infronics Systems Ltd,Active,XT,10.0,INE463B01036,IT Software Products,Equity
5882,538019,OBIL,Oceanaa Biotek Industries Ltd,Active,T ,10.0,INE732P01018,Other Food Products,Equity
5884,538092,JOONKTOLL,Joonktollee Tea &amp; Industries Ltd,Active,XT,10.0,INE574G01013,Tea &amp; Coffee,Equity
5885,538119,RNBDENIMS,R&amp;B Denims Ltd,Active,M ,10.0,INE012Q01013,Textiles,Equity
5886,538128,WOMENSNEXT,Womens Next Loungeries Ltd,Active,M ,10.0,INE174Q01011,Other Apparels &amp; Accessories,Equity
5888,538268,WONDERLA,Wonderla Holidays Ltd,Active,B ,10.0,INE066O01014,Other Leisure Facilities,Equity
5894,538319,GCMCAPI,GCM Capital Advisors Ltd,Active,M ,10.0,INE191P01017,Other Financial Services,Equity
5895,538351,AFEL,A.F. Enterprises Ltd,Active,XT,10.0,INE663P01015,Investment Companies,Equity
5896,538365,ADHUNIKIND,Adhunik Industries Ltd,Active,T ,10.0,INE452L01012,Iron &amp; Steel/Interm.Products,Equity
5897,538382,WESTLEIRES,West Leisure Resorts Ltd,Active,XT,10.0,INE266P01017,Comm.Trading  &amp; Distribution,Equity
5899,538402,SPS,SPS Finquest Ltd,Active,M ,10.0,INE502O01018,Finance (including NBFCs),Equity
5905,538433,CCFCL,Classic Global Finance &amp; Capital Ltd,Active,XT,1.0,INE854P01028,Other Financial Services,Equity
5906,538446,DHANUKACOM,Dhanuka Commercial Ltd,Active,M ,10.0,INE296Q01012,Other Financial Services,Equity
5907,538451,WORTH,Worth Investment &amp; Trading Co Ltd,Active,XT,10.0,INE114O01012,Investment Companies,Equity
5909,538465,AMARSEC,Amarnath Securities Ltd,Active,XT,10.0,INE745P01010,Finance (including NBFCs),Equity
5910,538476,CTL,Capital Trade Links Ltd,Active,XT,1.0,INE172D01021,Finance (including NBFCs),Equity
5911,538496,TARINI,Tarini International Ltd,Active,M ,10.0,INE849M01017,Consulting Services,Equity
5915,538521,CROWNTOURS,Crown Tours Ltd,Active,XT,10.0,INE969E01010,Travel Support Services,Equity
5917,538541,INCEPTUM,Inceptum Enterprises Ltd,Active,XT,10.0,INE784P01035,Comm.Trading  &amp; Distribution,Equity
5918,538542,GOLDCOINHF,Gold Coin Health Foods Ltd,Active,XT,10.0,INE634J01019,Packaged Foods,Equity
5919,538546,BRPL,Bansal Roofing Products Ltd,Active,M ,10.0,INE319Q01012,Iron &amp; Steel Products,Equity
5920,538547,OASIS,Oasis Tradelink Ltd,Active,B ,10.0,INE189Q01019,Edible Oils,Equity
5921,538548,VITANAGRO,Vitan Agro Industries Ltd,Active,XT,1.0,INE186Q01023,Comm.Trading  &amp; Distribution,Equity
5922,538562,SKIPPER,Skipper Ltd,Active,B ,1.0,INE439E01022,Construction &amp; Engineering,Equity
5923,538565,VISTARAMAR,Vistar Amar Ltd,Active,XT,10.0,INE878P01019,Finance (including NBFCs),Equity
5924,538566,BESTSTEEL,Best Steel Logistics Ltd,Active,XT,2.0,INE919P01029,Comm.Trading  &amp; Distribution,Equity
5925,538567,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,B ,2.0,INE635Q01029,Oil Marketing &amp; Distribution,Equity
5926,538568,FRUTION,Fruition Venture Ltd,Active,XT,10.0,INE836C01015,Comm.Trading  &amp; Distribution,Equity
5927,538569,TRIVENIENT,Triveni Enterprises Ltd,Active,XT,1.0,INE916P01025,Comm.Trading  &amp; Distribution,Equity
5928,538570,ACHAL,Achal Investments Ltd,Active,XT,1.0,INE860P01025,Other Financial Services,Equity
5929,538575,SOLISMAR,Solis Marketing Ltd,Active,XT,1.0,INE717P01027,Comm.Trading  &amp; Distribution,Equity
5930,538576,BHANDERI,Bhanderi Infracon Ltd,Active,MT,10.0,INE336Q01016,Realty,Equity
5933,538579,TRIVIKRAMA,Trivikrama Industries Ltd,Active,M ,10.0,INE641Q01019,Comm.Trading  &amp; Distribution,Equity
5938,538596,QUANTBUILD,Quantum Build-Tech Ltd,Active,XT,10.0,INE222B01028,Realty,Equity
5939,538598,VISHAL,Vishal Fabrics Ltd,Active,B ,5.0,INE755Q01025,Textiles,Equity
5940,538608,DWITIYA,Dwitiya Trading Ltd,Active,XT,2.0,INE222P01028,Comm.Trading  &amp; Distribution,Equity
5941,538609,GAJANANSEC,Gajanan Securities Services Ltd,Active,XT,10.0,INE868G01019,Other Financial Services,Equity
5942,538611,RTFL,Real Touch Finance Ltd,Active,XT,10.0,INE840I01014,Other Financial Services,Equity
5947,538634,VRL,Vasundhara Rasayans Ltd,Active,XT,10.0,INE406F01010,Pharmaceuticals,Equity
5948,538635,SNOWMAN,Snowman Logistics Ltd,Active,B ,10.0,INE734N01019,Transportation - Logistics,Equity
5949,538646,PARNAMI,Parnami Credits Ltd,Active,XT,10.0,INE837C01013,Other Financial Services,Equity
5954,538666,SHARDACROP,Sharda Cropchem Ltd,Active,B ,10.0,INE221J01015,Agrochemicals,Equity
5955,538667,SIROHIA,Sirohia &amp; Sons Ltd,Active,MT,10.0,INE785O01019,Comm.Trading  &amp; Distribution,Equity
5956,538668,NAYSAA,Naysaa Securities Ltd,Active,M ,10.0,INE898Q01015,Finance (including NBFCs),Equity
5957,538674,CITYONLINE,City Online Services Ltd,Active,XT,10.0,INE158C01014,Telecom Services,Equity
5960,538685,SHEMAROO,Shemaroo Entertainment Ltd,Active,B ,10.0,INE363M01019,Movies &amp; Entertainment,Equity
5962,538706,ULTRACAB,Ultracab (India) Ltd,Active,B ,10.0,INE010R01015,Other Elect.Equip./ Prod.,Equity
5963,538708,ETIL,Econo Trade (India) Ltd,Active,XT,10.0,INE937K01014,Finance (including NBFCs),Equity
5968,538713,ATISHAY,Atishay Ltd,Active,B ,10.0,INE011R01013,IT Software Products,Equity
5969,538714,SUCHITRA,Suchitra Finance &amp; Trading Company Ltd,Active,XT,10.0,INE475D01010,Finance (including NBFCs),Equity
5970,538715,DHABRIYA,Dhabriya Polywood Ltd,Active,B ,10.0,INE260R01016,Plastic Products,Equity
5971,538716,ARYACAPM,Aryaman Capital Markets Ltd,Active,M ,10.0,INE229R01011,Other Financial Services,Equity
5978,538730,PDSMFL,PDS Multinational Fashions Ltd,Active,B ,10.0,INE111Q01013,Comm.Trading  &amp; Distribution,Equity
5979,538731,POWERGYM,Powerhouse Gym &amp; Wellness Ltd,Active,M ,10.0,INE982Q01017,Other Leisure Facilities,Equity
5980,538732,VGCL,Vibrant Global Capital Ltd,Active,M ,10.0,INE761Q01015,Finance (including NBFCs),Equity
5981,538733,STARLIT,Starlit Power Systems Ltd,Active,M ,10.0,INE909P01012,Other Non-Ferrous Metals,Equity
5982,538734,CEINSYSTECH,Ceinsys Tech Ltd,Active,M ,10.0,INE016Q01014,IT Consulting &amp; Software,Equity
5983,538742,PANACHE,Panache Innovations Ltd,Active,XT,10.0,INE516E01019,Comm.Trading  &amp; Distribution,Equity
5984,538743,MUDUNURU,Mudunuru Ltd,Active,XT,2.0,INE491C01027,IT Consulting &amp; Software,Equity
5991,538765,JSHL,JLA Infraville Shoppers Ltd,Active,M ,10.0,INE401Q01018,Internet &amp; Catalogue Retail,Equity
